123,40.066,49.339,41.339,-8,48.066,0
128,47.049,124.17,61.175,-63,110.05,0
108,2.2673,48.828,17.828,-31,33.267,0
114,126.79,66.861,54.861,-12,138.79,0
128,56.159,58.28,36.28,-22,78.159,0
161,60.929,109.44,47.444,-62,122.93,0
115,114.7,79.214,60.214,-19,133.7,0
121,120.27,89.728,81.728,-8,128.27,0
130,88.04,56.615,54.615,-2,90.04,0
139,63.432,64.946,47.946,-17,80.432,0
145,42.478,-14.896,3.1041,18,24.478,0
148,55.323,29.534,36.534,7,48.323,0
132,34.191,12.877,2.8766,-10,44.191,0
127,71.475,16.77,33.77,17,54.475,0
126,74.261,26.778,25.778,-1,75.261,0
131,64.657,54.391,40.391,-14,78.657,0
117,23.398,45.95,11.95,-34,57.398,0
119,85.469,80.857,56.857,-24,109.47,0
144,54.484,21.347,17.347,-4,58.484,0
132,30.733,43.429,-2.5712,-46,76.733,0
122,32.104,6.9413,6.9413,0,32.104,0
122,43.917,-15.002,11.998,27,16.917,0
119,89.671,60.872,46.872,-14,103.67,0
102,34.612,14.722,12.722,-2,36.612,0
140,6.1965,-0.52673,-16.527,-16,22.197,0
124,73.752,30.221,27.221,-3,76.752,0
119,77.414,-24.937,-4.9369,20,57.414,0
123,36.485,30.373,12.373,-18,54.485,0
121,26.398,36.843,29.843,-7,33.398,0
128,3.3271,58.18,19.18,-39,42.327,0
136,85.362,31.373,37.373,6,79.362,0
130,51.915,-2.1045,-21.105,-19,70.915,0
136,179.91,106.92,85.922,-21,200.91,0
137,174.93,145.97,112.97,-33,207.93,0
124,66.304,178.12,89.12,-89,155.3,0
113,131.97,38.077,64.077,26,105.97,0
110,-3.5993,334.84,160.84,-174,170.4,0
132,148.13,28.999,38.999,10,138.13,0
132,133.07,68.861,64.861,-4,137.07,0
126,157.93,61.662,73.662,12,145.93,0
121,83.729,91.528,60.528,-31,114.73,0
117,43.763,157.46,86.462,-71,114.76,0
137,55.506,-49.027,-39.027,10,45.506,0
136,99.384,112.53,12.53,-100,199.38,0
137,84.651,0.23181,33.232,33,51.651,0
137,76.267,30.48,21.48,-9,85.267,0
107,52.74,60.17,18.17,-42,94.74,0
116,66.209,21.234,26.234,5,61.209,0
126,38.97,48.205,33.205,-15,53.97,0
171,53.501,68.102,43.102,-25,78.501,0
151,80.954,29.485,14.485,-15,95.954,0
130,77.075,-4.5501,21.45,26,51.075,0
127,-5.7234,4.211,-7.789,-12,6.2766,0
136,116.3,145.98,72.979,-73,189.3,0
123,131.05,64.352,88.352,24,107.05,0
125,79.052,93.332,76.332,-17,96.052,0
142,95.01,-19.679,31.321,51,44.01,0
145,114.91,-5.6736,50.326,56,58.912,0
111,82.026,18.776,12.776,-6,88.026,0
130,118.58,76.638,70.638,-6,124.58,0
167,96.608,17.994,37.994,20,76.608,0
103,-15.912,47.367,0.36734,-47,31.088,0
114,129.77,72.543,60.543,-12,141.77,0
121,101.1,91.63,73.63,-18,119.1,0
128,85.03,57.008,54.008,-3,88.03,0
139,63.432,64.946,47.946,-17,80.432,0
144,21.855,1.0753,6.0753,5,16.855,0
146,51.366,28.887,31.887,3,48.366,0
128,27.575,0.50734,-4.4927,-5,32.575,0
137,102.11,98.476,75.476,-23,125.11,0
129,82.073,32.828,83.828,51,31.073,0
125,71.738,0.86607,22.866,22,49.738,0
123,57.059,26.703,17.703,-9,66.059,0
125,9.7009,85.714,51.714,-34,43.701,0
129,66.929,46.478,40.478,-6,72.929,0
114,9.4901,3.4592,4.4592,1,8.4901,0
120,97.474,-1.569,24.431,26,71.474,0
121,90.799,80.351,54.351,-26,116.8,0
114,13.631,4.4175,-0.58245,-5,18.631,0
121,42.453,57.578,19.578,-38,80.453,0
123,98.038,23.606,27.606,4,94.038,0
105,25.519,17.067,5.0673,-12,37.519,0
144,22.053,-12.156,-8.156,4,18.053,0
125,60.85,24.774,25.774,1,59.85,0
128,107.99,29.065,43.065,14,93.987,0
126,116.56,12.346,41.346,29,87.559,0
139,107.73,15.337,39.337,24,83.731,0
118,56.448,69.527,32.527,-37,93.448,0
141,66.161,36.847,47.847,11,55.161,0
128,102.8,87.117,77.117,-10,112.8,0
128,106.9,24.159,36.159,12,94.901,0
115,79.554,79.983,72.983,-7,86.554,0
125,90.209,5.2423,39.242,34,56.209,0
103,75.953,58.341,33.341,-25,100.95,0
138,-4.5855,-33.186,-11.186,22,-26.585,0
120,37.863,17.974,12.974,-5,42.863,0
132,71.029,-2.8252,23.175,26,45.029,0
123,32.433,-14.224,-6.2239,8,24.433,0
135,53.097,22.274,21.274,-1,54.097,0
118,42.548,28.899,14.899,-14,56.548,0
121,62.291,70.005,38.005,-32,94.291,0
119,120.67,31.733,50.733,19,101.67,0
148,111.41,51.264,67.264,16,95.413,0
124,78.039,41.003,30.003,-11,89.039,0
132,53.684,8.3285,24.328,16,37.684,0
121,143.05,201.7,156.7,-45,188.05,0
129,88.426,19.666,46.666,27,61.426,0
121,34.205,-61.312,-3.3118,58,-23.795,0
150,68.126,43.054,37.054,-6,74.126,0
129,7.4041,18.884,-6.1156,-25,32.404,0
122,62.863,4.5156,16.516,12,50.863,0
115,40.131,7.7731,2.7731,-5,45.131,0
147,153.94,152.56,113.56,-39,192.94,0
129,90.875,63.398,46.398,-17,107.88,0
135,68.98,7.5024,5.5024,-2,70.98,0
118,29.662,31.365,15.365,-16,45.662,0
132,92.714,18.7,2.6997,-16,108.71,0
125,135.96,-0.52722,31.473,32,103.96,0
140,74.461,139.74,73.739,-66,140.46,0
145,23.48,-8.1008,-2.1008,6,17.48,0
137,18.058,-10.825,-9.8254,1,17.058,0
131,42.923,17.916,13.916,-4,46.923,0
149,71.371,-2.1205,14.879,17,54.371,0
151,43.505,-22.316,-5.3162,17,26.505,0
123,58.27,2.8272,20.827,18,40.27,0
149,42.966,31.793,4.7925,-27,69.966,0
140,124.7,-31.97,18.03,50,74.7,0
125,5.0707,-10.035,-8.0346,2,3.0707,0
135,140.78,110.74,74.739,-36,176.78,0
139,68.851,22.214,12.214,-10,78.851,0
139,41.889,7.5094,1.5094,-6,47.889,0
114,47.672,39.45,18.45,-21,68.672,0
125,68.81,7.4757,-0.5243,-8,76.81,0
133,16.222,-4.5004,-3.5004,1,15.222,0
135,15.862,-22.188,2.8117,25,-9.138,0
130,25.331,72.092,60.092,-12,37.331,0
149,161.43,27.696,65.696,38,123.43,0
134,102.92,35.193,34.193,-1,103.92,0
145,91.93,118.02,56.022,-62,153.93,0
123,45.142,25.101,8.1012,-17,62.142,0
119,7.6163,9.9701,4.9701,-5,12.616,0
142,33.639,58.225,34.225,-24,57.639,0
137,34.425,0.85251,10.853,10,24.425,0
129,53.893,30.954,18.954,-12,65.893,0
128,30.704,15.357,13.357,-2,32.704,0
132,49.443,2.9553,21.955,19,30.443,0
125,24.557,3.5549,5.5549,2,22.557,0
147,42.679,11.564,18.564,7,35.679,0
125,34.364,-3.8627,-5.8627,-2,36.364,0
146,51.829,74.877,67.877,-7,58.829,0
119,69.11,-4.2831,11.717,16,53.11,0
134,101.13,-7.6235,9.3765,17,84.13,0
118,142.69,47.499,54.499,7,135.69,0
135,103.29,129.63,135.63,6,97.293,0
137,-53.668,-10.75,-53.75,-43,-10.668,0
118,44.931,32.394,2.3938,-30,74.931,0
136,57.229,60.094,40.094,-20,77.229,0
136,25.847,6.3289,2.3289,-4,29.847,0
125,114.49,84.282,42.282,-42,156.49,0
121,11.998,23.728,-2.2724,-26,37.998,0
114,88.117,88.081,68.081,-20,108.12,0
114,56.145,60.071,30.071,-30,86.145,0
127,46.524,70.382,33.382,-37,83.524,0
141,64.16,4.4639,13.464,9,55.16,0
152,122.97,19.1,16.1,-3,125.97,0
139,34.161,27.863,15.863,-12,46.161,0
141,44.868,10.333,22.333,12,32.868,0
127,47.763,0.46934,15.469,15,32.763,0
143,-133.16,36.664,-36.336,-73,-60.159,1
123,86.521,-49.251,-9.2507,40,46.521,1
150,66.448,-63.109,-17.109,46,20.448,1
112,137.5,68.775,65.775,-3,140.5,1
120,240.73,283.21,298.21,15,225.73,1
153,101.25,-2.4613,52.539,55,46.253,1
116,127.97,30.255,43.255,13,114.97,1
128,276.12,282.53,218.53,-64,340.12,1
119,-50.712,24.3,5.3001,-19,-31.712,1
124,-120.14,-102.69,-102.69,0,-120.14,1
150,101.22,191.49,162.49,-29,130.22,1
130,81.337,-49.054,-5.0544,44,37.337,1
130,20.478,0.12658,13.127,13,7.4784,1
151,50.448,-14.049,8.9513,23,27.448,1
128,90.061,30.572,40.572,10,80.061,1
117,-2.5337,-11.746,-1.7464,10,-12.534,1
147,54.09,115.62,46.62,-69,123.09,1
121,51.067,4.765,13.765,9,42.067,1
116,-6.1015,-3.2239,18.776,22,-28.101,1
127,29.205,10.531,18.531,8,21.205,1
128,25.703,-29.323,-13.323,16,9.7026,1
133,-41.002,29.187,10.187,-19,-22.002,1
145,158.64,34.203,77.203,43,115.64,1
137,29.44,37.838,52.838,15,14.44,1
149,102.81,24.092,71.092,47,55.813,1
123,27.994,-21.637,14.363,36,-8.0055,1
106,57.736,-39.591,-42.591,-3,60.736,1
132,43.307,-38.395,-2.3949,36,7.3066,1
140,-55.188,-181.26,-63.258,118,-173.19,1
134,46.835,-16.719,11.281,28,18.835,1
135,70.562,-1.7933,47.207,49,21.562,1
118,-18.07,-56.213,-27.213,29,-47.07,1
120,-3.5992,27.545,6.5452,-21,17.401,1
111,7.7061,35.567,-42.433,-78,85.706,1
121,95.904,262.74,248.74,-14,109.9,1
130,1.0183,11.561,-11.439,-23,24.018,1
113,142.21,-44.023,-13.023,31,111.21,1
132,31.217,-6.623,8.377,15,16.217,1
159,31.242,-10.821,-10.821,0,31.242,1
129,50.53,34.262,28.262,-6,56.53,1
118,197.83,96.63,63.63,-33,230.83,1
131,12.893,-9.9898,4.0102,14,-1.1069,1
120,130.23,4.1654,35.165,31,99.231,1
158,30.564,-9.2607,-12.261,-3,33.564,1
125,-93.45,21.996,17.996,-4,-89.45,1
107,-67.834,24.901,-35.099,-60,-7.8344,1
125,67.303,18.522,40.522,22,45.303,1
147,137.82,68.506,68.506,0,137.82,1
146,84.814,-26.736,2.2635,29,55.814,1
124,41.406,-13.116,10.884,24,17.406,1
131,12.882,-23.771,4.229,28,-15.118,1
138,59.164,8.4134,5.4134,-3,62.164,1
126,38.154,-7.1981,-3.1981,4,34.154,1
135,70.892,-12.875,47.125,60,10.892,1
103,239.35,86.363,92.363,6,233.35,1
139,111.27,-13.483,9.5173,23,88.266,1
108,-67.439,-61.78,-42.78,19,-86.439,1
129,-17.971,27.143,-15.857,-43,25.029,1
127,33.997,7.2053,7.2053,0,33.997,1
142,115.24,63.037,57.037,-6,121.24,1
143,16.976,2.7662,5.7662,3,13.976,1
133,-53.217,-191.57,-60.571,131,-184.22,1
129,134.84,16.044,37.044,21,113.84,1
101,-12.173,5.2997,-4.7003,-10,-2.1726,1
147,114.61,-26.615,8.3851,35,79.612,1
128,100.14,1.0055,21.005,20,80.141,1
125,-56.49,68.491,-18.509,-87,30.51,1
127,36.382,9.8699,2.8699,-7,43.382,1
130,146.48,25.706,31.706,6,140.48,1
113,-46.149,-15.594,-36.594,-21,-25.149,1
144,97.708,33.269,35.269,2,95.708,1
149,79.399,53.162,28.162,-25,104.4,1
102,-171.49,22.63,-67.37,-90,-81.495,1
120,-2.5858,-13.346,-3.3464,10,-12.586,1
108,-1.609,-8.492,0.50803,9,-10.609,1
116,85.639,47.526,51.526,4,81.639,1
139,-21.482,-22.652,-1.6515,21,-42.482,1
144,52.203,52.944,9.9445,-43,95.203,1
121,51.11,-7.541,-2.541,5,46.11,1
131,73.445,-19.265,4.7346,24,49.445,1
126,-26.74,-18.649,-29.649,-11,-15.74,1
132,52.49,-57.09,-9.0904,48,4.4903,1
150,21.083,-10.67,-10.67,0,21.083,1
140,-134.15,20.159,-36.841,-57,-77.145,1
120,-61.164,74.318,17.318,-57,-4.1643,1
123,-3.4053,62.653,28.653,-34,30.595,1
137,44.034,51.134,41.134,-10,54.034,1
142,18.658,2.4419,5.4419,3,15.658,1
134,13.031,41.055,29.055,-12,25.031,1
122,77.291,-37.179,0.82066,38,39.291,1
109,-43.694,21.335,-9.6647,-31,-12.694,1
132,18.36,15.394,19.394,4,14.36,1
116,-141.58,-102.62,-104.62,-2,-139.58,1
127,-369.81,28.955,-59.045,-88,-281.81,1
157,-95.388,-35.088,4.9119,40,-135.39,1
129,30.973,54.678,48.678,-6,36.973,1
135,48.508,17.727,20.727,3,45.508,1
113,-110.94,-105.86,-98.859,7,-117.94,1
115,56.975,-185.57,-39.574,146,-89.025,1
142,-56.957,11.032,-17.968,-29,-27.957,1
121,-95.748,33.285,-55.715,-89,-6.7479,1
113,54.148,-39.043,-11.043,28,26.148,1
115,-54.666,12.139,-24.861,-37,-17.666,1
134,58.052,-25.087,12.913,38,20.052,1
135,-115.74,-37.189,-36.189,1,-116.74,1
150,-8.2227,-7.0185,-8.0185,-1,-7.2227,1
138,-1.175,-42.818,-25.818,17,-18.175,1
131,16.888,5.7564,-3.2436,-9,25.888,1
146,29.643,68.781,24.781,-44,73.643,1
121,-19.506,-76.141,-44.141,32,-51.506,1
126,103.41,-73.736,18.264,92,11.409,1
141,69.176,-5.7743,19.226,25,44.176,1
131,72.051,-21.475,-6.4755,15,57.051,1
142,-36.137,5.0625,-44.938,-50,13.863,1
108,62.867,-63.036,10.964,74,-11.133,1
113,55.695,-1.9909,-16.991,-15,70.695,1
137,-17.224,-79.244,-46.244,33,-50.224,1
117,-259.56,-123.92,-149.92,-26,-233.56,1
114,83.203,-47.003,24.997,72,11.203,1
139,64.382,-13.395,11.605,25,39.382,1
148,34.93,-26.315,-1.3153,25,9.9299,1
158,-1.5706,-6.5599,-10.56,-4,2.4294,1
153,168.94,41.235,52.235,11,157.94,1
135,77.724,-11.811,7.1886,19,58.724,1
136,-8.0436,-76.023,-133.02,-57,48.956,1
115,-25.007,-41.325,-38.325,3,-28.007,1
118,-69.698,-80.632,-68.632,12,-81.698,1
156,49.477,37.297,51.297,14,35.477,1
205,-105.15,413.02,94.018,-319,213.85,1
148,54.599,-36.247,9.7525,46,8.5992,1
137,13.824,-27.551,0.44875,28,-14.176,1
141,77.86,67.389,61.389,-6,83.86,1
150,26.39,-26.645,8.3545,35,-8.6105,1
151,31.161,-11.122,5.8775,17,14.161,1
118,91.406,43.283,45.283,2,89.406,1
120,100.82,-0.63114,41.369,42,58.821,1
155,109.6,-4.3054,44.695,49,60.604,1
141,282.01,98.9,169.9,71,211.01,1
131,23.553,-96.372,-25.372,71,-47.447,1
142,94.219,-53.146,-5.1461,48,46.219,1
125,192.03,13.347,44.347,31,161.03,1
191,-139.2,-0.080885,-60.081,-60,-79.202,1
144,-97.738,-49.477,-54.477,-5,-92.738,1
134,75.332,38.604,131.6,93,-17.668,1
122,99.234,-2.3215,16.678,19,80.234,1
154,71.617,-34.695,4.3052,39,32.617,1
134,-163.17,60.951,-42.049,-103,-60.173,1
118,49.321,-30.013,20.987,51,-1.6788,1
154,53.021,13.571,-5.429,-19,72.021,1
120,-56.836,9.3926,-32.607,-42,-14.836,1
127,26.527,-2.7723,-13.772,-11,37.527,1
123,24.839,-86.727,-66.727,20,4.839,1
97,-5.3846,3.5284,-6.4716,-10,4.6154,1
148,5.0101,-7.901,-12.901,-5,10.01,1
126,-183.18,-46.608,-45.608,1,-184.18,1
107,42.466,30.51,20.51,-10,52.466,1
147,184.75,68.931,58.931,-10,194.75,1
142,171.06,117.17,124.17,7,164.06,1
110,86.838,-25.695,-6.6947,19,67.838,1
126,-23.549,16.785,-4.2149,-21,-2.5485,1
131,587.03,438.97,497.97,59,528.03,1
116,-100.83,-51.543,-88.543,-37,-63.826,1
134,-90.485,39.201,-40.799,-80,-10.485,1
113,137.3,-34.17,50.83,85,52.3,1
139,46.967,-61.882,-3.8822,58,-11.033,1
122,-130.7,-100.73,-118.73,-18,-112.7,1
150,94.928,66.997,31.997,-35,129.93,1
134,117.69,-61.315,2.6848,64,53.687,1
144,72.854,21.879,23.879,2,70.854,1
133,134,55.813,60.813,5,129,1
129,29.263,-65.55,-20.55,45,-15.737,1
134,49.806,-1.6496,13.35,15,34.806,1
142,13.871,27.451,-6.5491,-34,47.871,1
124,5.7277,-169.42,-101.42,68,-62.272,1
136,102.53,32.996,-19.004,-52,154.53,1
145,91.617,-13.693,21.307,35,56.617,1
122,23.817,-62.099,-25.099,37,-13.183,1
147,40.37,-93.471,12.529,106,-65.63,1
149,52.434,-13.828,-5.8285,8,44.434,1
139,101.31,0.021445,20.021,20,81.312,1
175,-35.484,-53.316,-33.316,20,-55.484,1
136,47.205,6.9685,11.969,5,42.205,1
136,54.758,-28.363,9.6372,38,16.758,1
126,19.235,-41.938,-4.9378,37,-17.765,1
141,107.18,58.649,59.649,1,106.18,1
169,132.03,112.91,98.908,-14,146.03,1
127,26.785,-27.546,-33.546,-6,32.785,1
124,15.803,-58.831,-15.831,43,-27.197,1
154,26.648,-30.673,-13.673,17,9.6482,1
143,2.2163,-29.16,15.84,45,-42.784,1
129,-32.591,-47.858,-42.858,5,-37.591,1
129,-38.884,-66.213,-58.213,8,-46.884,1
129,59.432,2.8374,-2.1626,-5,64.432,1
122,130.3,67.311,61.311,-6,136.3,1
133,27.009,-8.9606,-1.9606,7,20.009,1
137,58.092,-0.051785,23.948,24,34.092,1
143,38.482,-0.44709,-1.4471,-1,39.482,1
132,56.583,3.5157,5.5157,2,54.583,1
112,162.72,54.992,69.992,15,147.72,1
114,46.689,24.676,14.676,-10,56.689,1
119,36.645,-45.925,-6.9246,39,-2.3553,1
134,33.219,-8.3712,-1.3712,7,26.219,1
125,51.397,2.2191,11.219,9,42.397,1
131,84.387,324.34,206.34,-118,202.39,1
137,-15.126,-95.542,-39.542,56,-71.126,1
122,-86.526,0.78508,-29.215,-30,-56.526,1
137,-94.391,48.438,-18.562,-67,-27.391,1
128,25.772,-14.316,-1.3159,13,12.772,1
134,45.356,-23.288,-6.2882,17,28.356,1
138,363.62,98.23,152.23,54,309.62,1
129,-17.156,-147.17,-71.171,76,-93.156,1
130,120.41,-26.09,14.91,41,79.409,1
149,220.91,28.575,18.575,-10,230.91,1
147,89.68,10.557,39.557,29,60.68,1
130,-25.353,-10.138,-15.138,-5,-20.353,1
127,-34.326,28.608,-11.392,-40,5.6739,1
148,48.067,12.937,15.937,3,45.067,0
112,63.995,31.368,36.368,5,58.995,0
147,41.786,-160.14,-63.137,97,-55.214,0
119,87.057,34.449,44.449,10,77.057,0
149,64.082,-68.681,8.3191,77,-12.918,0
126,56.016,76.213,30.213,-46,102.02,0
136,49.714,-82.507,-46.507,36,13.714,0
78,-0.53648,56.703,2.7027,-54,53.464,0
152,-8.6476,-75.564,-34.564,41,-49.648,0
163,144.4,-16.699,23.301,40,104.4,0
126,27.99,-87.147,-6.1468,81,-53.01,0
178,4.1425,-31.328,62.672,94,-89.858,0
127,74.067,-147.75,7.2514,155,-80.933,0
164,130.39,-105.38,-19.376,86,44.392,0
145,11.809,-76.682,-42.682,34,-22.191,0
129,54.548,-23.754,8.2455,32,22.548,0
168,111.33,124.81,91.808,-33,144.33,0
147,95.839,18.662,-6.3384,-25,120.84,0
170,266.24,-308.51,-71.514,237,29.243,0
173,62.186,48.077,29.077,-19,81.186,0
118,-73.568,-24.227,-25.227,-1,-72.568,0
124,28.718,-4.4549,11.545,16,12.718,0
119,185.52,-194.53,58.465,253,-67.479,0
132,-5.0156,-175.32,-76.322,99,-104.02,0
119,-38.937,-109.21,-62.213,47,-85.937,0
172,123.3,-93.74,34.26,128,-4.7006,0
156,166.02,23.523,66.523,43,123.02,0
137,98.546,34.607,47.607,13,85.546,0
151,66.732,-90.227,-3.227,87,-20.268,0
137,74.752,-82.223,-11.223,71,3.7523,0
150,25.991,-29.212,3.7884,33,-7.0087,0
126,-24.088,-26.153,-64.153,-38,13.912,0
129,-8.5543,-41.661,-25.661,16,-24.554,0
175,72.408,255.49,211.49,-44,116.41,0
141,64.455,-215.63,-68.63,147,-82.545,0
123,102.14,-135.93,9.0674,145,-42.857,0
143,-168,-160.64,-110.64,50,-218,0
121,-49.017,-126.74,-144.74,-18,-31.017,0
130,81.181,-38.478,12.522,51,30.181,0
160,49.032,-42.477,24.523,67,-17.968,0
127,63.971,9.3761,14.376,5,58.971,0
139,1.3963,-52.39,-27.39,25,-23.604,0
127,40.106,31.107,26.107,-5,45.106,0
136,90.707,-58.308,15.692,74,16.707,0
148,118.88,-109.43,44.566,154,-35.119,0
164,6.3534,-17.674,-41.674,-24,30.353,0
133,57.779,-149.32,-61.318,88,-30.221,0
139,75.509,-5.3549,21.645,27,48.509,0
131,11.639,-288.26,-68.259,220,-208.36,0
155,-45.566,-68.881,-112.88,-44,-1.5664,0
175,306.09,-255.95,-27.945,228,78.094,0
152,-64.602,-121.4,-65.399,56,-120.6,0
156,-16.13,-87.957,-37.957,50,-66.13,0
134,39.635,-20.877,12.123,33,6.6347,0
131,27.252,-39.618,17.382,57,-29.748,0
159,59.274,-3.4851,18.515,22,37.274,0
141,80.151,-93.699,6.3012,100,-19.849,0
165,-2.2624,-184.7,-88.7,96,-98.262,0
140,69.944,-210.47,-29.47,181,-111.06,0
145,19.216,-39.893,-6.8933,33,-13.784,0
147,61.555,-90.663,-12.663,78,-16.445,0
155,162.26,-15.069,41.931,57,105.26,0
151,-278.54,-205.23,-205.23,0,-278.54,0
152,113.24,-151.19,-39.187,112,1.2385,0
118,-15.934,-25.251,-34.251,-9,-6.9342,0
128,94.227,-44.808,3.1915,48,46.227,0
152,14.682,-64.167,-18.167,46,-31.318,0
161,62.29,-3.1388,23.861,27,35.29,0
134,16.198,-55.782,-18.782,37,-20.802,0
138,100.99,-4.716,54.284,59,41.989,0
101,-5.0425,8.9442,-0.05579,-9,3.9575,0
174,60.809,-41.481,35.519,77,-16.191,0
128,-61.018,102.29,7.2917,-95,33.982,0
116,135.1,41.286,50.286,9,126.1,0
115,52.274,-37.884,15.116,53,-0.72599,0
101,-35.891,-95.734,-49.734,46,-81.891,0
120,137.7,224.33,176.33,-48,185.7,0
105,45.031,25.891,14.891,-11,56.031,0
109,70.662,112.25,43.246,-69,139.66,0
129,-29.934,46.136,10.136,-36,6.0655,0
113,85.947,-21.976,-4.9761,17,68.947,0
125,-38.957,-21.925,-21.925,0,-38.957,0
133,589.3,437.42,499.42,62,527.3,0
127,479.29,197.66,315.66,118,361.29,0
128,-83.74,-11.409,-48.409,-37,-46.74,0
120,-57.569,-35.316,-57.316,-22,-35.569,0
137,225.72,76.502,159.5,83,142.72,0
139,84.81,19.735,62.735,43,41.81,0
130,101.02,56.902,46.902,-10,111.02,0
130,102.86,16.253,32.253,16,86.856,0
121,-129.21,-102.11,-119.11,-17,-112.21,0
124,-178.68,-103.57,-125.57,-22,-156.68,0
127,-132.2,-38.083,-61.083,-23,-109.2,0
125,-40.57,-19.43,-30.43,-11,-29.57,0
121,-86.526,0.78508,-29.215,-30,-56.526,0
127,29.186,-94.316,-34.316,60,-30.814,0
126,13.24,31.726,-5.2736,-37,50.24,0
139,-35.137,-41.483,-38.483,3,-38.137,0
140,-95.493,54.761,-17.239,-72,-23.493,0
136,38.708,-29.164,-9.1639,20,18.708,0
123,20.569,28.291,12.291,-16,36.569,0
140,-14.691,34.338,14.338,-20,5.3089,0
131,46.579,-41.366,3.634,45,1.579,0
127,14.429,9.5019,-5.4981,-15,29.429,0
127,43.434,48.756,12.756,-36,79.434,0
129,18.337,36.488,6.4883,-30,48.337,0
133,62.712,13.173,23.173,10,52.712,0
127,8.523,-6.9028,-1.9028,5,3.523,0
143,-5.4142,1.4659,0.46587,-1,-4.4142,0
137,190.68,52.415,83.415,31,159.68,0
126,9.2068,20.867,10.867,-10,19.207,0
157,45.056,-44.777,-11.777,33,12.056,0
123,38.387,38.379,24.379,-14,52.387,0
140,54.736,-23.511,-7.5109,16,38.736,0
150,36.114,-32.873,-5.8728,27,9.1138,0
152,94.927,66.995,31.995,-35,129.93,0
144,38.706,-13.908,2.0919,16,22.706,0
149,81.911,3.4105,12.411,9,72.911,0
133,116.86,-62,1.0001,63,53.86,0
149,72.959,-32.57,13.43,46,26.959,0
140,107.41,-95.715,-24.715,71,36.41,0
139,59.332,-133.2,-39.204,94,-34.668,0
126,57.043,-6.4928,15.507,22,35.043,0
114,10.697,1.5666,-3.4334,-5,15.697,0
146,96.721,-50.519,22.481,73,23.721,0
142,-11.112,34.262,0.26195,-34,22.888,0
133,2.7982,20.965,4.9654,-16,18.798,0
123,661.96,332.73,195.73,-137,798.96,0
129,28.407,7.3628,-0.63717,-8,36.407,0
147,214.87,23.221,12.221,-11,225.87,0
143,94.556,12.076,43.076,31,63.556,0
135,-168,-131.23,-5.2307,126,-294,0
157,57.734,-38.873,21.127,60,-2.2663,0
139,-332.21,-162.01,-120.01,42,-374.21,0
139,-86.667,-152.45,17.55,170,-256.67,0
